epoch,accuracy,learning_rate,loss,top3,top5,val_accuracy,val_loss,val_top3,val_top5
0,0.12986770272254944,0.0010000000474974513,2.734388828277588,0.34004098176956177,0.4887274205684662,0.29210135340690613,2.309213161468506,0.5365126729011536,0.6900148987770081
1,0.25544998049736023,0.0010000000474974513,2.2011899948120117,0.565679132938385,0.7378423810005188,0.38450074195861816,1.9178345203399658,0.7198211550712585,0.8211624622344971
2,0.33035215735435486,0.0010000000474974513,1.943942904472351,0.6634991765022278,0.8136761784553528,0.4932935833930969,1.6792157888412476,0.757079005241394,0.871833086013794
3,0.40674492716789246,0.0010000000474974513,1.7790151834487915,0.7138065695762634,0.8475871086120605,0.4962742030620575,1.5943620204925537,0.7958271503448486,0.8777943253517151
4,0.4536985158920288,0.0010000000474974513,1.6426095962524414,0.7486491799354553,0.873299777507782,0.5678092241287231,1.4376356601715088,0.8137108683586121,0.8941878080368042
5,0.49413079023361206,0.0010000000474974513,1.5515167713165283,0.7801378965377808,0.886342465877533,0.6184799075126648,1.3387973308563232,0.8256334066390991,0.9001490473747253
6,0.5295323133468628,0.0010000000474974513,1.463405966758728,0.8013787865638733,0.8924911618232727,0.6154992580413818,1.3247931003570557,0.812220573425293,0.9016393423080444
7,0.5548723936080933,0.0010000000474974513,1.4008311033248901,0.8170300126075745,0.9019936919212341,0.5991058349609375,1.2929013967514038,0.8390461802482605,0.9165424704551697
8,0.5789081454277039,0.0010000000474974513,1.3319638967514038,0.8328675031661987,0.9109371900558472,0.688524603843689,1.1234831809997559,0.8658718466758728,0.9210134148597717
9,0.606484055519104,0.0010000000474974513,1.2697330713272095,0.8412520885467529,0.9172722101211548,0.6542474031448364,1.1303054094314575,0.8703427910804749,0.9299553036689758
10,0.6128190755844116,0.0010000000474974513,1.2409429550170898,0.8479597568511963,0.9209986925125122,0.6915051937103271,1.0764747858047485,0.8643814921379089,0.9210134148597717
11,0.6361095309257507,0.0010000000474974513,1.1902214288711548,0.8572759628295898,0.9180175065994263,0.6944858431816101,1.0522735118865967,0.8748137354850769,0.932935893535614
12,0.6340600252151489,0.0010000000474974513,1.1840779781341553,0.8583939075469971,0.9260294437408447,0.6766020655632019,1.0722750425338745,0.8628911972045898,0.928464949131012
13,0.635736882686615,0.0010000000474974513,1.1741714477539062,0.8563443422317505,0.9293832778930664,0.6751117706298828,1.0994558334350586,0.8599106073379517,0.9195231199264526
14,0.6566051840782166,0.0010000000474974513,1.1152409315109253,0.8621203899383545,0.9301285743713379,0.7183308601379395,1.0066657066345215,0.8822652697563171,0.935916543006897
15,0.6642444729804993,0.0010000000474974513,1.0925204753875732,0.8673374056816101,0.928451657295227,0.7377049326896667,0.968870997428894,0.8956781029701233,0.9388971924781799
16,0.6595863699913025,0.0010000000474974513,1.086654543876648,0.8751630187034607,0.9349730014801025,0.692995548248291,0.9844337701797485,0.8897168636322021,0.9418777823448181
17,0.6720700860023499,0.0010000000474974513,1.0604192018508911,0.8807527422904968,0.9331097602844238,0.7242920994758606,0.9437824487686157,0.8971683979034424,0.9448584318161011
18,0.6798956394195557,0.0010000000474974513,1.0361272096633911,0.8861561417579651,0.9394447803497314,0.7272727489471436,0.934507429599762,0.8986586928367615,0.9493293762207031
19,0.6867896318435669,0.0010000000474974513,1.029657006263733,0.8876467347145081,0.9379541873931885,0.7630402445793152,0.8789346218109131,0.9046199917793274,0.9448584318161011
20,0.6925656795501709,0.0010000000474974513,1.0011029243469238,0.8902552723884583,0.9413080215454102,0.7406855225563049,0.8742700219154358,0.9046199917793274,0.9463487267494202
21,0.7089622020721436,0.0010000000474974513,0.9442702531814575,0.896403968334198,0.9446617960929871,0.7272727489471436,0.9124227166175842,0.8926974534988403,0.9344262480735779
22,0.6968511343002319,0.0010000000474974513,0.974092423915863,0.8926774859428406,0.9405627250671387,0.7093889713287354,0.9499627947807312,0.8971683979034424,0.943368136882782
23,0.7070989608764648,0.0010000000474974513,0.9545587301254272,0.8936091065406799,0.9441028237342834,0.7287630438804626,0.9092032313346863,0.8986586928367615,0.9388971924781799
24,0.7171604037284851,0.0010000000474974513,0.9212448596954346,0.9081423282623291,0.9504378437995911,0.7391952276229858,0.8720815181732178,0.9180327653884888,0.943368136882782
25,0.7266629338264465,0.0010000000474974513,0.8897855281829834,0.903670608997345,0.9487609267234802,0.7466468214988708,0.8477960824966431,0.9076005816459656,0.943368136882782
26,0.7246133685112,0.0010000000474974513,0.9009720683097839,0.9038568735122681,0.9502515196800232,0.752608060836792,0.8481196761131287,0.9180327653884888,0.9463487267494202
27,0.7341158986091614,0.0010000000474974513,0.8778754472732544,0.9073970317840576,0.9508104920387268,0.7555886507034302,0.8426418304443359,0.9165424704551697,0.9478390216827393
28,0.7329979538917542,0.0010000000474974513,0.8643717169761658,0.9116824865341187,0.9528600573539734,0.7585693001747131,0.8440723419189453,0.9076005816459656,0.9478390216827393
29,0.7354201674461365,0.0010000000474974513,0.8665542006492615,0.9124277830123901,0.9567728638648987,0.7436661720275879,0.8265263438224792,0.9105812311172485,0.9508196711540222
30,0.7328116297721863,0.0010000000474974513,0.8546848893165588,0.9131730794906616,0.9558412432670593,0.7615499496459961,0.8183028101921082,0.9269746541976929,0.9523099660873413
31,0.7425004839897156,0.0010000000474974513,0.8509411215782166,0.9081423282623291,0.9526737332344055,0.7615499496459961,0.8100183606147766,0.9195231199264526,0.9478390216827393
32,0.7473449110984802,0.0010000000474974513,0.8209682106971741,0.9142910242080688,0.9539780020713806,0.7511177062988281,0.8364366888999939,0.9061102867126465,0.9463487267494202
33,0.7499534487724304,0.0010000000474974513,0.8159952163696289,0.9180175065994263,0.9571455121040344,0.7690014839172363,0.799805760383606,0.9195231199264526,0.9478390216827393
34,0.7518166303634644,0.0010000000474974513,0.8073773980140686,0.9142910242080688,0.9560275673866272,0.7585693001747131,0.829435408115387,0.9105812311172485,0.9448584318161011
35,0.7570337057113647,0.0010000000474974513,0.7861634492874146,0.9187628030776978,0.957704484462738,0.745156466960907,0.8458226323127747,0.9135618209838867,0.9448584318161011
36,0.7656046152114868,0.0010000000474974513,0.778448760509491,0.9224892854690552,0.9564002156257629,0.7600595951080322,0.8102825284004211,0.9165424704551697,0.9538003206253052
37,0.7637413740158081,0.0010000000474974513,0.7713764905929565,0.918390154838562,0.9560275673866272,0.7615499496459961,0.7827292084693909,0.9195231199264526,0.9582712650299072
38,0.7687721252441406,0.0010000000474974513,0.7563346028327942,0.9280790090560913,0.9623625874519348,0.7645305395126343,0.7526094913482666,0.928464949131012,0.9597615599632263
39,0.7600148916244507,0.0010000000474974513,0.7813677191734314,0.921371340751648,0.9586361050605774,0.7675111889839172,0.7750613689422607,0.9344262480735779,0.9597615599632263
40,0.7723122835159302,0.0010000000474974513,0.7583432793617249,0.924166202545166,0.9582634568214417,0.7883755564689636,0.7445361614227295,0.9254843592643738,0.9597615599632263
41,0.7780883312225342,0.0010000000474974513,0.7383425235748291,0.9252841472625732,0.9618036150932312,0.7943367958068848,0.7432245016098022,0.9344262480735779,0.9597615599632263
42,0.7620644569396973,0.0010000000474974513,0.7405775189399719,0.9265884160995483,0.9636668562889099,0.7973174452781677,0.725149393081665,0.932935893535614,0.9582712650299072
43,0.7706353664398193,0.0010000000474974513,0.7373830676078796,0.9278926849365234,0.9636668562889099,0.7898658514022827,0.7388033866882324,0.935916543006897,0.9642325043678284
44,0.7751071453094482,0.0010000000474974513,0.7349756360054016,0.9280790090560913,0.9627352356910706,0.7883755564689636,0.7384956479072571,0.9314455986022949,0.9642325043678284
45,0.7849823236465454,0.0010000000474974513,0.7015027403831482,0.9344140291213989,0.963480532169342,0.7749627232551575,0.7478525638580322,0.9210134148597717,0.9582712650299072
46,0.7861002683639526,0.0010000000474974513,0.7114036679267883,0.9247251749038696,0.9627352356910706,0.7883755564689636,0.7375480532646179,0.9374068379402161,0.9627421498298645
47,0.7993292212486267,0.0005000000237487257,0.6782487630844116,0.9346003532409668,0.9647848010063171,0.7824143171310425,0.7279195785522461,0.9448584318161011,0.9657227993011475
48,0.7926215529441833,0.0005000000237487257,0.6728026270866394,0.9323644638061523,0.9662753939628601,0.7973174452781677,0.7095221281051636,0.940387487411499,0.9627421498298645
49,0.7998881936073303,0.0005000000237487257,0.645695686340332,0.9375815391540527,0.9670206904411316,0.7943367958068848,0.710105299949646,0.9388971924781799,0.9642325043678284
50,0.8077138066291809,0.0005000000237487257,0.6367282271385193,0.9390721321105957,0.9677659869194031,0.7898658514022827,0.7070051431655884,0.940387487411499,0.9597615599632263
51,0.8129308819770813,0.0005000000237487257,0.636081337928772,0.9388858079910278,0.9657164216041565,0.7898658514022827,0.7270394563674927,0.928464949131012,0.9597615599632263
52,0.8093907237052917,0.0005000000237487257,0.6213493943214417,0.9418669939041138,0.9714924693107605,0.7883755564689636,0.711854100227356,0.932935893535614,0.9627421498298645
53,0.8069685101509094,0.0005000000237487257,0.6283794641494751,0.9411216974258423,0.9701882004737854,0.7988077402114868,0.6987473964691162,0.940387487411499,0.9627421498298645
54,0.8049189448356628,0.0005000000237487257,0.6381248831748962,0.9379541873931885,0.9655300974845886,0.7883755564689636,0.7214910984039307,0.9299553036689758,0.9597615599632263
55,0.8160983920097351,0.0005000000237487257,0.6020926833152771,0.943357527256012,0.9714924693107605,0.7868852615356445,0.7077565789222717,0.9254843592643738,0.9627421498298645
56,0.8077138066291809,0.0005000000237487257,0.6182166934013367,0.9437301754951477,0.9711198210716248,0.8002980351448059,0.6817212104797363,0.9388971924781799,0.9627421498298645
