epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
53,0.9612796306610107,0.0001250000059371814,0.1245846077799797,0.9820585250854492,0.06344456225633621
54,0.9658836126327515,0.0001250000059371814,0.11974022537469864,0.9820585250854492,0.06438100337982178
55,0.9650572538375854,6.25000029685907e-05,0.11311327666044235,0.9839470982551575,0.0628889799118042
56,0.9681265354156494,6.25000029685907e-05,0.11273059248924255,0.9830028414726257,0.06208446994423866
57,0.9651753306388855,6.25000029685907e-05,0.1142001673579216,0.9830028414726257,0.06305545568466187
58,0.9670640826225281,6.25000029685907e-05,0.1099807471036911,0.9830028414726257,0.0627107247710228
59,0.9661197066307068,6.25000029685907e-05,0.1156945675611496,0.9830028414726257,0.0627879723906517
60,0.9632865190505981,6.25000029685907e-05,0.11729759722948074,0.9811142683029175,0.06263259798288345
61,0.9639948010444641,3.125000148429535e-05,0.1210043653845787,0.9830028414726257,0.06283139437437057
62,0.9637587070465088,3.125000148429535e-05,0.11692673712968826,0.9820585250854492,0.06253024190664291
63,0.9651753306388855,3.125000148429535e-05,0.11792700737714767,0.9820585250854492,0.06223993003368378
64,0.9652933478355408,3.125000148429535e-05,0.11278695613145828,0.9830028414726257,0.06250876933336258
65,0.9642308950424194,1.5625000742147677e-05,0.11502793431282043,0.9830028414726257,0.06263598799705505
66,0.9650572538375854,1.5625000742147677e-05,0.11321572959423065,0.9820585250854492,0.06257907301187515
